sentence1_clean,sentence2_clean,label
kandidat presiden demokrat joe lieberman menuduh presiden bush pada hari rabu memimpin ekonomi baru dengan pemikiran lama dan karena gagal menghargai inovasi di tempat kerja,kandidat presiden demokrat joe lieberman mengkritik presiden bush pada hari rabu karena ekonomi lamban yang membuat orang amerika tidak bekerja,0
polisi mengatakan tiga dari mereka juga telah ditahan pekan lalu dan ditahan selama dua hari sebagai tersangka atas serangan bom di jakarta dan kota medan sumatra utara,polisi mengatakan tiga dari mereka juga telah ditahan pekan lalu dan ditahan selama dua hari sebagai tersangka atas serangan bom baru baru ini,1
dia mengatakan mereka seharusnya tidak benar benar berpatroli atau berada di sekitar daerah daerah itu ketika mereka sedang melakukan doa mereka,dia mengatakan mereka seharusnya tidak benar benar berpatroli atau berada di sekitar daerah daerah itu ketika mereka berada di saat mereka ketika mereka melakukan doa doa mereka,1
fitur pencarian berfungsi dengan sekitar 120000 judul dari 190 penerbit yang diterjemahkan menjadi sekitar 33 juta halaman teks yang dapat dicari,fitur ini yang memiliki persetujuan penerbit buku menempatkan sekitar 33 juta halaman teks yang dapat dicari di pembeli amazoncom,1
dolar naik 06 persen menjadi 10954 yen jpy dan naik lebih dari 1 persen menjadi 13315 franc swiss chf,dolar naik sekitar 06 persen terhadap mata uang jepang menjadi 10951 yen jpy dan naik 1 persen terhadap franc swiss menjadi 13302 franc chf,1
perdagangan terlambat menempatkan pesanan beli untuk reksa dana setelah jam 4 malam et dan mendapatkannya pada hari itu nilai aset bersih,harga maju undang undang yang menyatakan saham reksa dana yang dibeli setelah pukul 4 malam et dihargai pada hari berikutnya nilai aset net penutupan,0
pertempuran berlanjut sampai tengah malam komandan pemberontak barat ousmane coulibaly mengatakan kepada reuters melalui telepon satelit pada hari minggu,mereka menggeledah dan membakar dua desa sepenuhnya komandan pemberontak ousmane coulibaly mengatakan kepada reuters dengan telepon satelit dari semak semak,0
manajer tampa bay lou piniella pelatih bangku john mclaren dan pemain sayap kanan aubrey huff dikeluarkan karena berdebat setelah huff dipanggil pada pemogokan untuk mengakhiri kesembilan,manajer tampa bay lou piniella pelatih bangku john mclaren dan huff semuanya dikeluarkan di tengah kesembilan,0
indeks 500 standard poor maju 537 atau 05 persen menjadi 102018,indeks produk kertas standard poor gsppapr adalah salah satu sektor terkemuka naik 2 persen,0
setiap hari lebih banyak tentara amerika meninggal,kami kehilangan satu atau dua tentara amerika setiap hari,1
sebuah koalisi kelompok kampanye termasuk badan mahasiswa nasional militan mendukung protes yang disebut nlc yang bertentangan dengan perintah pengadilan yang melarang mereka,sebuah koalisi kelompok kampanye termasuk badan mahasiswa nasional militan mendukung tindakan tersebut dan memobilisasi protes,0
lagu grunge yang inovatif dari seattle band adalah no 1 dalam daftar vh1 dari 100 lagu terbesar dalam 25 tahun terakhir,lihat daftar lengkap 100 lagu terhebat vh1 selama 25 tahun terakhir,0
minum lebih banyak kopi dapat mengurangi risiko pengembangan bentuk diabetes yang paling umum sebuah penelitian telah ditemukan,minum kopi berkafein anda tahu dapat secara signifikan mengurangi risiko diabetes tipe 2 bentuk penyakit yang paling umum,1
di inggris suhu mengancam akan melampaui tertinggi 371 c 988 f sepanjang masa,jerman barat dan barat daya diharapkan melihat suhu mencapai 38 c 1004 f,0
sebuah mobil dan sebuah rumah dipukul dalam penembakan terakhir kata kepala wakil steve martin dari kantor sheriff kabupaten franklin,sebuah mobil dan sebuah rumah dipukul dalam penembakan baru kata wakil sheriff dari franklin county steve martin,1
dalam sepucuk surat yang dikirim ke the times dan membaca kepada associated press setelah pengunduran dirinya blair menyalahkan masalah pribadi dan meminta maaf atas selang integritas jurnalistik,dalam sepucuk surat yang dikirim ke new york times setelah pengunduran dirinya blair menyalahkan masalah pribadi dan meminta maaf atas selang integritas jurnalistik,1
data september dan kuartal ketiga mengkonfirmasi bahwa permintaan di pasar semikonduktor global meningkat dengan cepat kata george scalise presiden sia,data september dan kuartal ketiga mengkonfirmasi bahwa permintaan di pasar semikonduktor global meningkat dengan cepat kata george scalise presiden sia dalam pernyataan itu,1
tidak ada pil yang diharapkan untuk menggantikan penyumbat telinga dan perlindungan telinga mekanik lainnya,tidak ada yang mengatakan pil seperti itu bisa menggantikan penyumbat telinga dan perlindungan telinga mekanik lainnya,1
walmart pemberi kerja swasta terbesar di negara itu telah memperluas kebijakan penangkapan antidiskriminasi untuk melindungi karyawan gay dan lesbian kata pejabat perusahaan selasa,walmart stores inc majikan swasta terbesar di negara itu sekarang akan mencakup kaum gay dan lesbian dalam kebijakan antidiskriminasi kata pejabat perusahaan rabu,1
dalam perdagangan setelah jam kerja saham hp naik 62 sen menjadi 2283 setelah menambahkan 56 sen di sesi reguler,dalam perdagangan setelah jam kerja saham hewlettpackard naik 55 sen menjadi 2286 menurut instinet,0
pengadilan negara bagian yang lebih rendah dan pengadilan federal masih mendengar beberapa kasus penarikan kembali salah satunya pengadilan los angeles diberhentikan pada hari jumat,pengadilan negara bagian yang lebih rendah dan pengadilan federal masih mendengar kasus kasus tentang penarikan kembali tetapi prospeknya tidak pasti,0
untuk mencapai john a dvorak yang meliput kansas hubungi 816 2347743 atau kirim email ke jdvorakcom,untuk mencapai brad cooper reporter kota kabupaten johnson hubungi 816 2347724 atau kirim email ke bcoopercom,0
dia akan dibayar 395000 per tahun naik dari gaji atkinson saat ini sebesar 361400,dynes akan dibayar 395000 per tahun gaji atkinson adalah 361400,1
dia mengakui bahwa dia sesekali menjalani kehidupan seorang playboy merokok pot mengejar wanita dan hidup cepat dan longgar,schwarzenegger telah mengakui sesekali menjalani kehidupan seorang playboy merokok pot mengejar wanita dan hidup cepat dan longgar,1
kasus ini mengembalikan mahkamah agung ke dalam perdebatan tentang pemisahan gereja dan negara,kasus ini menandai pemisahan besar kedua pengadilan dan kasus negara bagian dalam dua tahun,1
pada tahun 2001 jumlah narapidana death row secara nasional jatuh untuk pertama kalinya dalam satu generasi,pada tahun 2001 jumlah orang di hukuman mati turun untuk pertama kalinya dalam satu dekade,1
layanan metro bus dan kereta api lokal di empat kota terbesar di perancis paris lyon lille dan marseille sangat terganggu radio europe 1 melaporkan,layanan kereta bawah tanah bus dan kereta api pinggiran kota di empat kota terbesar di perancis paris lyon lille dan marseille sangat terganggu kata otoritas transportasi,1
kontrak juga termasuk pembelian 200000,perkins juga memiliki klausul pembelian 200000 dalam kontraknya,1
jaksa penuntut berpendapat bahwa mr durst telah merencanakan pembunuhan itu untuk mengambil identitas tuan black,jaksa penuntut menyatakan bahwa durst membunuh black untuk mencoba mengambil identitas black,1
kehidupan petarung amerika dapat ditempatkan pada risiko langsung melalui transfer ilegal komponen militer kata inspektur jenderal departemen pertahanan joseph schmitz,kehidupan pejuang perang amerika dapat ditempatkan pada risiko langsung melalui transfer ilegal komponen militer joseph schmitz inspektur jenderal departemen pertahanan mengatakan,1
dalam kasus sarjana rehnquist mengatakan penggunaan ras tidak dirancang secara sempit untuk mencapai minat universitas yang ditegaskan dalam keanekaragaman,rehnquist menulis bahwa sistem itu tidak dirancang secara sempit untuk mencapai minat dalam keanekaragaman pendidikan,1
tiga puluh delapan persen pasien yang disurvei di lima klinik perkotaan percaya bahwa mitos bahwa kanker menyebar ketika terpapar udara selama operasi menurut jajak pendapat yang akan diterbitkan selasa,tiga puluh delapan persen pasien kanker di lima klinik perkotaan percaya bahwa mitos bahwa penyakit ini menyebar ketika terpapar udara selama operasi menurut sebuah survei,1
untuk kuartal pertama hp menarik 294 miliar dan menangkap 279 persen dari pasar,hp berada di urutan kedua dengan hampir 332 miliar dalam penjualan dan 26 persen dari pendapatan pasar,1
namun mauresmo memiliki kepercayaan diri karena telah mengalahkan serena untuk pertama kalinya dan juga didukung oleh kekalahan kekalahan venus williams pada hari minggu untuk vera zvonareva,dia memiliki kepercayaan diri karena telah mengalahkannya untuk pertama kalinya dan dia didukung oleh kekalahan kekalahan venus williams dua hari yang lalu,1
serangan terakhir terjadi hanya dua hari setelah tiga pembom bunuh diri mengendarai truk yang penuh dengan bahan peledak ke kompleks kantor pemerintah di chechnya utara menewaskan 59 orang,serangan itu terjadi dua hari setelah pembom bunuh diri meledakkan sebuah bom truk di kompleks pemerintah di chechnya utara menewaskan 59,1
saya andal menerima pengingat ketika anjing saya membutuhkan vaksinasi tulis steinberg dari universitas johns hopkins,saya andal menerima pengingat ketika anjing saya membutuhkan vaksinasi dan ketika mobil saya akan dipelihara katanya,0
pada perdagangan sore dini dow jones industrial average turun 1842 atau 02 persen di 856994,sejak tenggelam hingga tahun 2003 pada awal maret dow jones industrial average telah berkumpul 138,0
undang undang membuka jalan bagi polisi dan personel lain untuk dikerahkan ke solomon dan untuk menjalankan fungsi penegakan hukum,setelah undangundang mulai berlaku itu membuka jalan bagi polisi dan personel lain untuk dikerahkan ke kepulauan solomon dan untuk melakukan fungsi penegakan hukum,1
jatuh di euroyen juga mendorong dolar terhadap yen dengan pasangan di 11832 yen dibandingkan dengan tingkat akhir new york pada hari jumat di 11851,terhadap mata uang jepang euro berada di 13606 yen dibandingkan dengan tingkat akhir new york 1360314,0
wells fargo dan quicken loans tidak dapat dihubungi untuk memberikan komentar rabu sore,wells fargo tidak tersedia untuk dimintai komentar dan juru bicara pinjaman quicken menolak komentar segera,0
fbi sedang berusaha menentukan kapan pejabat gedung putih dan anggota staf wakil presiden pertama kali berfokus pada wilson dan mengetahui tentang pekerjaan istrinya di cia,fbi sedang berusaha menentukan kapan pejabat gedung putih dan anggota staf wakil presiden pertama kali berfokus pada wilson dan mengetahui tentang pekerjaan istrinya di agensi,1
mr neil mengatakan bahwa menurut sumber itu laporan itu akan mengatakan inspekturnya bahkan belum menggali jumlah kecil dari bahan senjata nuklir kimia atau biologis,menurut bbc laporan sementara kelompok itu akan mengatakan inspekturnya bahkan belum menggali jumlah kecil dari bahan senjata nuklir kimia atau biologis,1
marjorie scardino kepala eksekutif mengatakan kami memiliki satu berita utama,pearson yang dipimpin oleh marjorie scardino kepala eksekutif menerbitkan hasil sementara minggu ini,0
randall simon memilih ke kanan untuk lari kedua,randall simon mengikuti dengan single rbi ke kanan,1
dia sakit fisik beberapa kali pada hari dia meninggal katanya,sebenarnya saya sakit secara fisik beberapa kali pada tahap ini karena dia tampak sangat putus asa katanya,0
tidak ada tindakan legislatif yang final tanpa persetujuan dpr dan tampaknya tindakan itu menghadapi jalan yang lebih keras di sana,tidak ada tindakan legislatif yang final tanpa persetujuan dpr dan sedikit yang memprediksi nasib apa yang akan ditemui oleh ruu itu di sana,1
ini adalah kasus tentang seorang wanita yang selama 20 tahun mendedikasikan hidupnya untuk negara ini kata janet levine,kasus ini adalah tentang seorang wanita yang selama lebih dari 20 tahun mendedikasikan dirinya untuk negara ini kata levine,1
sp2 pada dasarnya adalah tentang peningkatan keamanan ke windows seperti peningkatan koneksi internet firewall icf,firewall di windows xp saat ini dikenal sebagai internet connection firewall icf,0
di irak senator pat roberts rkan ketua komite intelijen mengatakan pada edisi akhir cnn sunday kami sekarang berjuang melawan upaya antigujang,di irak senator pat roberts rkan ketua komite intelijen mengatakan pada edisi akhir cnn kemarin kami sekarang bertarung dengan antiguerrilla upaya,1
hasil pada tolok ukur 10 tahun treasury note naik setinggi 466 persen 14 agustus dari 307 persen pada juni,hasil pada 10 tahun treasury note naik menjadi 446 dari 442 kamis malam,1
pasar petani dibuka kembali pada hari sabtu setidaknya 11 orang tetap dirawat di rumah sakit tiga dalam kondisi kritis,setidaknya 11 orang tetap dirawat di rumah sakit sabtu tiga di antaranya dalam kondisi kritis,0
sebuah tanah longsor di provinsi chungchong tengah menggagalkan kereta yang terikat seoul dan 28 penumpang terluka kata televisi,di provinsi central chungchong sebuah tanah longsor menyebabkan kereta saemaeul express yang terikat seoul untuk tergelincir melukai 28 orang kata televisi lokal,1
perwakilan trillian tidak mengembalikan komentar yang meminta email,perwakilan tidak membalas panggilan yang mencari komentar tambahan,1
pejabat kesehatan negara telah melaporkan 18 kasus yang diduga di wisconsin 10 di indiana dan lima di illinois,sampai kemarin sore 22 kasus yang diduga telah dilaporkan di wisconsin 10 di indiana dan lima di illinois,1
tidak ada dakwaan yang diajukan dalam kematian para korban lainnya lupas mengatakan pihak berwenang membuat kemajuan dalam kasus ini,tidak ada dakwaan yang diajukan dalam kematian itu tetapi jaksa penuntut david lupas mengatakan pihak berwenang membuat kemajuan dalam kasus ini,1
kepala panel tillie fowler mantan perwakilan as dari florida mengatakan kepada komandan sekarang dan masa lalu bahwa taruna tidak mempercayai mereka,kepala panel mantan rep tillie fowler dari florida mengatakan kepada komandan sekarang dan masa lalu bahwa taruna tidak mempercayai mereka,1
mereka akan membantu menyusun rencana untuk menyerang obesitas yang akan diterapkan kraft selama tiga hingga empat tahun,tim akan membantu menyusun rencana pada akhir tahun untuk menyerang obesitas,0
